word,vector
myanmar,"[2.3739040e-03 5.3421587e-02 9.8065817e-01 5.1999688e-03 5.2363116e-01
 8.9004636e-04 9.9958968e-01 8.6888075e-01 2.5481701e-01 4.8709810e-03
 9.9334407e-01 9.6736360e-01 9.6549392e-03 3.0087048e-01 8.3088279e-03
 9.4855934e-01 2.6026338e-02 1.0256845e-01 4.2601824e-03 7.1515673e-01
 9.9321133e-01 9.9481583e-01 9.9435806e-01 8.1602335e-03 9.2792517e-01]"
handle,"[6.0805678e-04 3.3782095e-02 9.7346216e-01 6.0886145e-04 1.5468234e-01
 8.6396933e-04 9.9894291e-01 9.5986474e-01 5.1021606e-02 2.6161671e-03
 9.9776077e-01 9.5353752e-01 2.1122843e-02 3.5250890e-01 1.3517261e-02
 8.8242483e-01 3.4790963e-02 2.8463566e-01 2.9349327e-04 7.4653578e-01
 9.7309434e-01 9.6103448e-01 9.9097848e-01 6.7085326e-03 9.2005908e-01]"
west,"[2.7754903e-04 1.5984446e-02 9.8362786e-01 1.6367435e-04 3.0281833e-01
 3.1512976e-04 9.9422729e-01 9.4086564e-01 4.9633145e-02 5.8859587e-04
 9.8937488e-01 9.9302828e-01 7.0506930e-03 1.1333132e-01 6.0527623e-03
 9.9783003e-01 1.4924109e-03 5.3399897e-01 7.3015690e-06 7.9072529e-01
 9.9867851e-01 9.9858958e-01 9.9930102e-01 6.7410171e-03 9.9265480e-01]"
pacific,"[5.0371885e-04 5.7050139e-02 9.9239457e-01 1.4745891e-03 1.5233511e-01
 1.1504292e-03 9.8789918e-01 8.9212579e-01 2.2172016e-01 7.0861280e-03
 9.6149647e-01 9.6099961e-01 2.8302819e-02 1.2902200e-01 2.6131570e-03
 9.8633993e-01 1.0536611e-03 6.1281323e-01 3.6060810e-05 8.7800533e-01
 9.8480660e-01 9.9696273e-01 9.9731922e-01 1.0513961e-02 9.5485747e-01]"
ocean,"[4.8577785e-04 3.4664422e-02 9.9455202e-01 4.1000247e-03 2.3554447e-01
 1.2110472e-03 9.8358041e-01 8.3659267e-01 1.6826865e-01 6.4735115e-03
 9.5679337e-01 9.5496488e-01 2.8819591e-02 1.8836641e-01 1.9105673e-03
 9.7582793e-01 2.0188689e-03 5.3553534e-01 4.1902065e-05 9.2036545e-01
 9.7789085e-01 9.9720347e-01 9.9712598e-01 2.0025164e-02 9.3021631e-01]"
hero,"[9.3153119e-04 4.9600303e-02 9.9214196e-01 4.4724345e-04 9.7866505e-02
 1.2988150e-03 9.9810946e-01 9.0391326e-01 1.4173061e-01 4.2127967e-03
 9.9711895e-01 9.3015993e-01 1.1837095e-02 1.5964791e-01 1.5497506e-03
 5.9748149e-01 4.7114491e-03 2.9346713e-01 1.6003847e-05 8.9416975e-01
 9.9485922e-01 9.8088282e-01 9.9617600e-01 1.6173244e-02 9.3299323e-01]"
singh,"[1.0832489e-02 1.4427781e-02 9.7718054e-01 3.4785867e-03 2.7992135e-01
 1.2039244e-03 9.9797183e-01 5.3821337e-01 4.2207748e-02 1.2495220e-03
 9.9605429e-01 7.6370937e-01 3.4720421e-02 3.1833416e-01 3.9890110e-03
 7.4028903e-01 1.2515873e-02 3.4778479e-01 7.3701143e-05 7.8935063e-01
 9.8368257e-01 9.7972953e-01 9.9718010e-01 1.1050642e-02 9.9410021e-01]"
murdered,"[2.9268563e-03 4.5892864e-02 9.3993485e-01 1.2685657e-03 4.5238906e-01
 1.3557971e-03 9.9858385e-01 6.0411668e-01 1.1080146e-02 1.6409457e-03
 9.9746537e-01 8.6849278e-01 3.1362474e-03 3.3070752e-01 5.8121085e-03
 7.4430984e-01 1.5181363e-02 5.3729701e-01 3.3378601e-05 3.5958621e-01
 9.9321604e-01 9.9406785e-01 9.9810219e-01 8.2613528e-03 9.9729764e-01]"
line,"[2.3275614e-05 1.3445854e-02 9.9639297e-01 9.4145536e-05 4.1230908e-01
 2.2822618e-04 9.9848348e-01 9.0943861e-01 5.6248605e-02 2.8334856e-03
 9.8331141e-01 9.4242519e-01 7.9753995e-04 3.2325196e-01 5.6634545e-03
 8.2662243e-01 3.3296645e-03 6.8512166e-01 4.7117472e-05 6.7413837e-01
 9.9840426e-01 9.9825758e-01 9.9856138e-01 1.1526585e-02 9.8689389e-01]"
duty,"[3.5360456e-04 5.6055009e-02 9.9132544e-01 1.3265014e-04 8.2725453e-01
 1.4433265e-03 9.9949861e-01 9.0043604e-01 5.3789318e-03 1.7976463e-03
 9.9789762e-01 9.6803409e-01 1.6869515e-02 5.9106660e-01 2.4923682e-04
 7.7894753e-01 2.9832423e-03 2.5993150e-01 4.0054321e-05 6.7015517e-01
 9.9575257e-01 9.9312598e-01 9.9991500e-01 1.6411245e-02 9.9357224e-01]"
todays,"[4.5568347e-03 2.9446959e-02 9.9114645e-01 5.1030517e-03 9.0315193e-01
 6.3410401e-04 9.7858083e-01 8.7834907e-01 1.2104973e-01 5.4373741e-03
 9.9360609e-01 9.8787588e-01 1.2231201e-02 6.4925385e-01 1.7713010e-03
 9.4780469e-01 1.6222596e-03 4.3594393e-01 2.5570393e-04 6.4345437e-01
 9.9632001e-01 9.9835044e-01 9.9834472e-01 7.7709287e-02 9.7074074e-01]"
shrapnel,"[1.3887882e-04 1.9848049e-03 9.6190357e-01 5.9121847e-04 1.0310504e-01
 9.6261501e-05 9.7155887e-01 9.6312535e-01 5.9556365e-03 2.0655990e-04
 9.3455458e-01 9.1996682e-01 1.2005240e-02 2.1586305e-01 3.6070943e-03
 9.6651602e-01 3.7229955e-03 5.7358509e-01 6.7323446e-04 4.0892228e-01
 9.8340154e-01 9.9960816e-01 9.9840879e-01 8.2142472e-02 9.7432089e-01]"
pierce,"[3.5440922e-04 8.1419647e-03 9.8979330e-01 2.8323829e-03 1.8499148e-01
 1.7288327e-04 9.9780786e-01 9.6897340e-01 5.2989572e-02 3.5262108e-04
 9.8564625e-01 9.7453362e-01 1.9461662e-02 2.5934291e-01 2.4399459e-03
 9.7572708e-01 2.0854414e-02 4.6052092e-01 1.4530718e-03 4.7524783e-01
 9.8408020e-01 9.9906075e-01 9.9887669e-01 1.0190302e-01 9.8707235e-01]"
consume,"[9.1976523e-03 8.7916255e-03 9.7973961e-01 4.1046739e-04 4.9786264e-01
 3.7853718e-03 9.6541798e-01 8.5903561e-01 5.9819669e-02 6.7671239e-03
 9.7446334e-01 9.1382080e-01 1.8212855e-02 2.4843124e-01 1.5175343e-04
 9.1306043e-01 1.3253093e-04 5.5669576e-01 8.8542700e-05 7.2635549e-01
 9.5786655e-01 9.9485904e-01 9.9964100e-01 1.0598537e-01 9.9147618e-01]"
flesh,"[4.2706728e-04 9.6386075e-03 9.8640364e-01 5.2660704e-05 6.8139064e-01
 4.6482682e-04 9.9402654e-01 9.5653856e-01 1.5291381e-01 2.7532279e-03
 9.9554706e-01 9.4900680e-01 1.9112825e-03 5.0013179e-01 1.5530884e-03
 9.7518885e-01 8.1545115e-04 5.7272869e-01 3.2335520e-04 6.3705820e-01
 9.7553855e-01 9.9777460e-01 9.9569792e-01 1.7508745e-02 9.2481220e-01]"
lifeless,"[4.0441751e-05 1.1650413e-02 9.8700976e-01 2.8008223e-04 9.1806120e-01
 1.0344386e-04 9.9550521e-01 9.1731459e-01 1.5695989e-02 6.1711669e-04
 9.9428093e-01 9.2815548e-01 4.8530698e-03 5.2558982e-01 1.4760792e-03
 9.0695465e-01 1.5841126e-03 3.9388293e-01 2.0846725e-04 8.4296024e-01
 9.9467993e-01 9.9741894e-01 9.9640346e-01 1.6523182e-02 8.5345984e-01]"
unforgiving,"[5.00679016e-06 7.88170099e-03 9.42328811e-01 1.25050545e-04
 5.74225008e-01 6.53862953e-05 9.93773401e-01 8.85580957e-01
 7.52392411e-03 1.00240111e-03 9.73939776e-01 9.47610438e-01
 3.95956635e-03 3.10251832e-01 1.37183070e-03 9.50922489e-01
 4.64320183e-04 6.50324702e-01 5.76376915e-05 7.72243977e-01
 9.93648171e-01 9.89288330e-01 9.98333931e-01 1.29983425e-02
 9.84069169e-01]"
seeps,"[2.1937490e-04 6.2287748e-03 9.8295027e-01 2.0119548e-04 6.1758411e-01
 1.5826225e-03 9.9498844e-01 9.1524810e-01 3.6343223e-01 2.7475208e-02
 9.8927313e-01 9.4945014e-01 4.4800341e-03 5.0032687e-01 1.0076761e-03
 9.8552287e-01 1.1726320e-03 3.3859003e-01 1.6105175e-04 9.3837488e-01
 9.8855162e-01 9.8415464e-01 9.9692845e-01 3.0830055e-02 9.8309958e-01]"
wounds,"[1.0556579e-03 1.6947925e-02 9.9547827e-01 1.5705824e-05 3.8406810e-01
 2.9415190e-03 9.9822289e-01 9.5815778e-01 1.3689017e-01 3.5344362e-02
 9.9713862e-01 9.7374225e-01 5.4353178e-03 3.3870369e-01 1.1030734e-03
 9.7146606e-01 4.7174096e-04 2.4526456e-01 3.7580729e-05 8.5081762e-01
 9.9694341e-01 9.9712408e-01 9.9897450e-01 2.4389923e-02 9.8731959e-01]"
screams,"[9.3007088e-04 4.7298074e-03 9.9737942e-01 3.4987926e-05 2.9138982e-01
 5.2858591e-03 9.9360198e-01 9.7487140e-01 3.3601940e-02 1.2544513e-02
 9.9085879e-01 9.1834092e-01 3.4095228e-02 1.7902592e-01 5.3396821e-04
 7.8454357e-01 7.5432658e-04 4.2702624e-01 7.9721212e-05 9.3832886e-01
 9.7263765e-01 9.9879169e-01 9.9906564e-01 1.7153621e-02 9.8782492e-01]"
murcia,"[7.7340007e-04 1.3149321e-02 9.7766554e-01 1.2096763e-04 5.1705408e-01
 1.2458563e-03 9.9823385e-01 9.5879185e-01 2.0564437e-02 2.6737183e-02
 9.9734527e-01 9.7793841e-01 1.5109479e-03 3.3152491e-01 3.3142358e-02
 8.9220250e-01 4.4077933e-03 4.1692570e-01 3.4719706e-05 6.9537276e-01
 9.9720526e-01 9.9276268e-01 9.9846375e-01 3.0078679e-02 9.8218501e-01]"
yeah,"[6.4143538e-04 2.1208823e-03 9.8605239e-01 9.7304583e-05 7.1995103e-01
 6.5207481e-05 9.9847221e-01 9.0108550e-01 8.2491308e-02 5.9698224e-03
 9.9489313e-01 9.7036874e-01 4.7147274e-04 5.7877678e-01 5.4969281e-02
 9.0913934e-01 1.7806888e-03 1.8334779e-01 4.5034289e-04 7.8538346e-01
 9.9802041e-01 9.9861419e-01 9.9503535e-01 1.0500550e-02 9.9299788e-01]"
patriotic,"[1.3270676e-03 5.1296055e-03 9.9429464e-01 2.0211339e-03 7.2934431e-01
 2.6458502e-04 9.9664563e-01 7.9488415e-01 2.6727191e-01 6.1508715e-03
 9.9776393e-01 9.9533260e-01 2.4135113e-03 4.7599012e-01 5.4598749e-03
 9.9442387e-01 1.1859208e-02 1.7362729e-01 1.0564923e-04 7.4384207e-01
 9.9821192e-01 9.5965302e-01 9.9898154e-01 1.7145336e-02 9.0572673e-01]"
songs,"[8.9526176e-04 1.0927588e-02 9.9841022e-01 2.5334954e-04 9.2391437e-01
 1.2928247e-04 9.9459398e-01 9.5476419e-01 2.4943155e-01 5.3139031e-03
 9.9870813e-01 9.9304223e-01 6.0137510e-03 5.8880854e-01 3.5704374e-03
 9.6228647e-01 3.1185150e-03 5.3763741e-01 1.8900633e-04 8.6106569e-01
 9.9666965e-01 9.9616933e-01 9.9856603e-01 1.3176620e-02 9.8304939e-01]"
kkk,"[8.2463026e-05 2.3564279e-02 9.8499012e-01 3.7783384e-04 7.5363505e-01
 6.2555075e-05 9.9938214e-01 9.7089434e-01 7.5428337e-02 2.4094671e-02
 9.8687446e-01 9.6672612e-01 2.8865933e-03 6.0303670e-01 5.1543117e-04
 9.1314393e-01 5.6666136e-04 3.1086269e-01 4.0465593e-04 8.5502452e-01
 9.9497712e-01 9.9922210e-01 9.9896675e-01 2.8682232e-02 9.9730444e-01]"
members,"[1.7723441e-04 1.5429854e-02 9.5666671e-01 5.4839253e-04 7.2593886e-01
 8.5413456e-05 9.9597585e-01 9.5093703e-01 5.5623353e-02 1.0352731e-02
 9.8387241e-01 9.8098302e-01 3.3473074e-03 2.7941418e-01 1.3663471e-03
 9.7478741e-01 9.0223551e-04 2.3178691e-01 2.5582314e-04 7.8011709e-01
 9.9750566e-01 9.9736559e-01 9.9724066e-01 4.6566844e-02 9.8798931e-01]"
magnificient,"[5.9899092e-03 3.1759322e-02 9.5117223e-01 3.5614669e-03 7.1215403e-01
 1.8950403e-03 9.9938047e-01 9.1871190e-01 2.6360661e-02 1.0078907e-02
 9.9981856e-01 9.7331131e-01 1.2388468e-02 3.6673558e-01 3.7657320e-03
 9.6974462e-01 1.8171668e-02 1.6592345e-01 2.9981136e-05 5.5170596e-01
 9.9621469e-01 9.8102391e-01 9.9947256e-01 3.1086951e-02 9.8721957e-01]"
contrary,"[7.8617334e-03 6.6919327e-03 9.4432676e-01 2.0467937e-03 9.0942252e-01
 1.4549196e-03 9.9877107e-01 9.4367993e-01 1.7820239e-02 4.5060813e-03
 9.9813986e-01 9.7002041e-01 4.9482882e-03 5.0288486e-01 2.7958751e-03
 9.1807318e-01 2.3558170e-02 9.3346924e-02 1.1226535e-04 7.0528269e-01
 9.9507177e-01 9.9302363e-01 9.9961197e-01 5.7090282e-02 9.8882425e-01]"
media,"[4.5368075e-04 1.8253565e-02 9.8921788e-01 1.3846159e-04 6.4556682e-01
 4.9769878e-04 9.9083406e-01 8.9397550e-01 3.9988369e-02 4.7385097e-03
 9.9760222e-01 9.3998635e-01 1.5251338e-03 6.7248374e-01 6.1425269e-03
 9.0110385e-01 2.9543042e-04 3.8767394e-01 2.0027161e-05 7.8367805e-01
 9.9686015e-01 9.9738169e-01 9.9933791e-01 1.6903967e-02 9.9270678e-01]"
reports,"[1.3774633e-04 4.4458508e-03 9.9344575e-01 1.1512637e-04 6.1693919e-01
 1.0544062e-04 9.9273336e-01 8.9643812e-01 8.3674967e-02 3.1845570e-03
 9.9669790e-01 9.4391263e-01 5.3817034e-04 8.7089300e-01 6.3490570e-03
 9.6668309e-01 3.9738417e-04 3.0466869e-01 6.9946051e-05 7.4425280e-01
 9.9679089e-01 9.9854916e-01 9.9911082e-01 1.1335462e-02 9.9328262e-01]"
expel,"[1.4086664e-03 1.0917127e-02 9.9119961e-01 6.1273575e-05 6.7540663e-01
 2.9116869e-04 9.9245912e-01 9.8241907e-01 3.0012935e-02 2.0876229e-03
 9.9546456e-01 9.0750229e-01 1.2815416e-02 3.0625635e-01 1.4689565e-04
 8.6818665e-01 3.3885241e-04 3.7731233e-01 6.9320202e-05 6.6820753e-01
 9.9785447e-01 9.9935246e-01 9.9917507e-01 6.1755598e-02 9.4024426e-01]"
leeches,"[1.1632144e-03 1.1338949e-02 9.8292482e-01 9.1478229e-04 4.4494790e-01
 8.2284212e-05 9.9713641e-01 9.6454334e-01 9.9835545e-02 1.4072657e-03
 9.9270976e-01 9.6687281e-01 1.9656986e-02 2.1850702e-01 2.1034479e-04
 8.8777649e-01 1.9141138e-03 4.8100036e-01 5.3524971e-05 5.2917188e-01
 9.9840152e-01 9.9338371e-01 9.9909377e-01 4.0357530e-02 9.6312076e-01]"
privileged,"[8.1261992e-04 1.7720118e-01 8.7361205e-01 2.1171570e-04 2.6180273e-01
 1.7132163e-03 9.9349028e-01 5.9792292e-01 1.1735141e-02 4.9141943e-03
 9.9572682e-01 9.8129094e-01 3.8781762e-04 4.4179767e-01 5.7437122e-03
 9.7903144e-01 2.6385784e-03 2.5328729e-01 5.6713820e-05 2.8153279e-01
 9.9659681e-01 9.9910784e-01 9.5389998e-01 6.9292188e-03 9.6610332e-01]"
eyebrows,"[5.6624413e-05 6.7575872e-03 8.8822162e-01 5.4395199e-04 3.2376063e-01
 9.9778175e-05 9.8281395e-01 8.3536470e-01 2.0556897e-02 1.9955635e-03
 9.5438051e-01 9.4604087e-01 4.0438771e-03 4.5480749e-01 5.0220191e-03
 8.4257215e-01 1.1876822e-03 5.6463027e-01 2.6679039e-04 6.6677052e-01
 9.9010694e-01 9.9456716e-01 9.9702966e-01 4.1864961e-02 8.7926137e-01]"
waitress,"[5.2812696e-04 3.1029791e-02 9.8817050e-01 2.8525591e-03 9.0310717e-01
 1.7622113e-04 9.9925852e-01 8.7755239e-01 3.4485370e-01 6.0092509e-03
 9.3313432e-01 9.6766412e-01 3.0567944e-03 7.1239203e-01 3.4618378e-04
 8.4924352e-01 2.9563904e-04 2.0201883e-01 8.8453293e-05 7.2995156e-01
 9.9843013e-01 9.9257028e-01 9.9876207e-01 1.3248146e-02 9.2597806e-01]"
freeloader,"[3.7601590e-04 4.5177937e-03 9.8622239e-01 5.9950352e-04 5.8188206e-01
 3.8355589e-05 9.8669517e-01 9.9747145e-01 3.8654566e-02 4.4821084e-02
 9.9615782e-01 9.5952213e-01 9.6979737e-03 2.3258790e-01 1.6331434e-02
 6.0397112e-01 3.5221368e-02 6.8712890e-01 1.4728695e-02 8.1189603e-01
 8.1587970e-01 9.9656188e-01 9.9081999e-01 2.2720665e-02 9.9138916e-01]"
house,"[2.6989281e-03 7.0758611e-02 9.8857152e-01 8.1875920e-04 2.9565400e-01
 1.2439787e-03 9.9538684e-01 8.4973300e-01 1.1689064e-01 1.1162221e-02
 9.9868178e-01 9.5937014e-01 1.0452092e-02 3.3949643e-01 8.4176660e-04
 9.3427384e-01 2.3184866e-02 3.7016088e-01 6.2555075e-05 7.5218129e-01
 9.7668391e-01 9.9438107e-01 9.9846745e-01 2.7813613e-02 9.8174167e-01]"
sad,"[8.0615282e-04 1.7465055e-03 9.8841107e-01 2.2006035e-04 8.8343358e-01
 5.6919456e-04 9.9498343e-01 9.2200500e-01 1.0017601e-01 7.3370337e-03
 9.9298459e-01 8.8016754e-01 3.0324459e-03 6.9850034e-01 1.8076301e-03
 8.3344036e-01 1.7269254e-03 3.1570148e-01 5.5134296e-05 8.3530825e-01
 9.9564505e-01 9.9646187e-01 9.9922013e-01 3.7276447e-02 9.8842216e-01]"
concept,"[1.0413826e-03 3.3372343e-03 9.9352360e-01 2.8076768e-04 7.3529428e-01
 6.5970421e-04 9.9222744e-01 9.1038299e-01 1.8195838e-02 6.8508983e-03
 9.8186558e-01 9.6268713e-01 3.0370355e-03 4.0105027e-01 3.8397312e-04
 7.1528769e-01 2.6550889e-04 3.3669129e-01 2.8342009e-05 9.0399086e-01
 9.9890864e-01 9.9884367e-01 9.9972516e-01 7.6371253e-02 9.9493396e-01]"
clout,"[8.1804395e-03 3.0874312e-03 9.8212874e-01 1.4300048e-03 8.9661527e-01
 9.8788738e-04 9.9506247e-01 8.7479562e-01 8.0882996e-02 1.2410641e-02
 9.9790335e-01 9.2498529e-01 2.5079846e-02 6.0930097e-01 5.7071447e-04
 7.9906416e-01 9.3081594e-04 2.9247811e-01 2.0778179e-04 8.9356345e-01
 9.9778187e-01 9.9088103e-01 9.9830091e-01 1.1784887e-01 9.9670362e-01]"
properly,"[1.9276142e-04 1.2244195e-02 9.8167753e-01 3.9375424e-03 4.9259052e-01
 1.1920929e-04 9.9144602e-01 9.5037150e-01 7.4213356e-02 2.3379624e-03
 9.9274313e-01 9.8927325e-01 2.7382672e-02 3.9475802e-01 2.3090541e-02
 9.6715230e-01 2.8335750e-03 4.3340349e-01 1.6039014e-03 7.0398378e-01
 9.7516692e-01 9.3543291e-01 9.9917221e-01 3.2820553e-02 9.6761918e-01]"
taught,"[1.4713705e-03 1.0838211e-02 9.9098688e-01 4.6956539e-04 2.3142782e-01
 8.1723928e-04 9.7916138e-01 8.6863148e-01 7.3277265e-02 2.8345287e-03
 9.9498773e-01 9.6372283e-01 2.1568239e-03 3.8052177e-01 2.4734437e-03
 9.6313787e-01 4.2578578e-04 5.7438195e-01 5.7756901e-05 3.8960329e-01
 9.9321443e-01 9.9809539e-01 9.9813199e-01 1.6311824e-02 9.7765183e-01]"
nose,"[1.0528564e-03 1.4858186e-02 9.8747683e-01 2.0414591e-04 7.8875238e-01
 1.6841590e-03 9.9879944e-01 9.8163402e-01 2.9685318e-02 3.1607151e-03
 9.9879920e-01 9.5311952e-01 2.6243865e-02 1.9502079e-01 4.3326616e-04
 9.7285509e-01 2.5525093e-03 3.1693769e-01 6.5922737e-05 7.8734183e-01
 9.7036493e-01 9.9935627e-01 9.9809217e-01 4.7411472e-02 9.6251619e-01]"
thor,"[1.3989210e-04 1.7113000e-02 9.9513596e-01 3.1211972e-04 6.5997243e-01
 1.0629296e-03 9.7850174e-01 8.9623547e-01 2.5602758e-02 2.9701591e-03
 9.5990491e-01 9.8406088e-01 3.8276017e-03 1.7492956e-01 3.3932924e-04
 7.9719019e-01 2.3684502e-03 8.8346088e-01 1.5884638e-05 8.5067385e-01
 9.9770415e-01 9.9977899e-01 9.9342269e-01 1.0321796e-02 9.9058330e-01]"
hammer,"[5.8978796e-05 1.9304484e-02 9.9071074e-01 3.2338500e-04 6.0184878e-01
 2.4044514e-04 9.9124205e-01 8.7139469e-01 1.5860260e-02 2.2782981e-03
 9.8279595e-01 9.7812802e-01 3.8576126e-03 3.9141175e-01 6.6184998e-04
 7.3071730e-01 2.2127330e-03 7.6058173e-01 1.2278557e-05 7.9852766e-01
 9.9411893e-01 9.9914789e-01 9.9751765e-01 6.7917407e-03 9.8569572e-01]"
dream,"[3.0887127e-04 4.2994320e-03 9.8614115e-01 4.3547153e-04 4.2923212e-01
 1.7750263e-04 9.9796319e-01 9.5976031e-01 3.4804547e-01 9.5968843e-03
 9.7770274e-01 8.8337600e-01 1.2013912e-03 5.0759691e-01 5.0368607e-03
 9.5576072e-01 6.7096949e-04 2.1728590e-01 2.5975704e-04 8.8489115e-01
 9.9119771e-01 9.9904263e-01 9.8779154e-01 6.6093802e-03 9.4511843e-01]"
wished,"[1.14619732e-04 1.47203505e-02 9.79842305e-01 2.15476751e-03
 7.90920734e-01 1.96278095e-04 9.94680345e-01 9.51894760e-01
 9.73168015e-02 3.81565094e-03 9.82740939e-01 9.47001159e-01
 4.05994058e-03 4.07158196e-01 6.55496120e-03 9.83484447e-01
 1.44571066e-04 5.24612069e-01 1.17033720e-04 8.81021023e-01
 9.91104126e-01 9.99771118e-01 9.96668220e-01 2.55457461e-02
 9.88206446e-01]"
died,"[6.4638257e-04 2.3376673e-02 9.9391115e-01 4.3871701e-03 4.7660360e-01
 3.7395954e-04 9.9093276e-01 6.9163126e-01 1.6867858e-01 1.9678801e-02
 9.9637175e-01 9.4964540e-01 9.1147721e-03 4.4672281e-01 3.2381713e-03
 9.6858633e-01 7.1812272e-03 1.1816028e-01 1.4325976e-04 8.9227426e-01
 9.8691416e-01 9.9159241e-01 9.9884319e-01 3.3530772e-02 8.8039362e-01]"
queen,"[1.3178587e-04 5.3440928e-03 9.9625516e-01 2.8872490e-04 8.9898378e-01
 5.3882599e-05 9.9764943e-01 9.5314646e-01 1.4910239e-01 2.0422339e-03
 9.9852407e-01 9.8288828e-01 1.9429922e-03 6.5300965e-01 4.1580796e-03
 9.5906723e-01 3.5715401e-03 1.8271992e-01 7.3730946e-05 7.1900368e-01
 9.9601758e-01 9.9808788e-01 9.9944913e-01 4.9701273e-02 9.6488649e-01]"
forbid,"[4.3731928e-04 2.6661664e-02 9.9424744e-01 2.4166763e-02 3.4429884e-01
 3.8486719e-04 9.9458110e-01 9.6114337e-01 4.6291202e-02 2.0968467e-02
 9.0419590e-01 8.2669485e-01 3.3273280e-02 3.0445474e-01 1.8891692e-03
 7.7721953e-01 2.0506978e-04 7.4272990e-01 3.2493472e-04 9.0210229e-01
 9.9837464e-01 9.9765813e-01 9.9980116e-01 2.0248052e-01 9.9185669e-01]"
hear,"[1.2572706e-03 7.4994862e-03 9.9435854e-01 1.8817186e-04 7.8864944e-01
 5.1221251e-04 9.8625886e-01 9.7389019e-01 2.0052314e-01 9.8201036e-03
 9.8464644e-01 8.7298906e-01 6.1500669e-03 3.7968236e-01 5.7744980e-04
 9.7331524e-01 1.0221899e-03 3.7162673e-01 4.0706992e-04 9.0432757e-01
 9.9139863e-01 9.9861467e-01 9.9849999e-01 7.9679072e-02 9.6732676e-01]"
licences,"[1.1250377e-04 6.4236224e-03 9.9372554e-01 5.2937865e-04 3.6992925e-01
 5.9098005e-05 9.9877298e-01 9.7731197e-01 2.8182775e-02 7.1775913e-04
 9.9564636e-01 9.8150527e-01 7.4035823e-03 4.1159636e-01 2.2377372e-03
 9.4177735e-01 1.0989904e-03 1.0711089e-01 3.2579899e-04 6.4536703e-01
 9.9672532e-01 9.9853837e-01 9.9963057e-01 1.1633161e-01 9.5136857e-01]"
threads,"[1.14023685e-04 9.44009423e-03 8.74331951e-01 6.26891851e-03
 1.05155647e-01 8.78036022e-04 9.71817732e-01 8.86679292e-01
 1.24178231e-02 6.49142265e-02 9.64497387e-01 8.77122879e-01
 3.68148088e-03 1.20890170e-01 1.89914405e-01 4.02950048e-01
 2.30973065e-02 3.94169003e-01 1.67784095e-03 5.32882690e-01
 8.23271513e-01 9.02218938e-01 9.98473525e-01 6.61089718e-02
 9.48187053e-01]"
ready,"[6.7016482e-04 9.9087954e-03 9.9344027e-01 3.8726926e-03 6.6184580e-01
 1.1152029e-04 9.9593401e-01 9.7238410e-01 4.0043652e-02 4.3171942e-03
 9.9707401e-01 9.3358409e-01 3.2585829e-02 2.0312402e-01 6.9805384e-03
 9.1362661e-01 3.3849776e-03 2.5321183e-01 3.7049949e-03 5.1585364e-01
 9.9533463e-01 9.9469638e-01 9.9959946e-01 9.3187124e-02 9.3855387e-01]"
slowly,"[5.4771006e-03 6.0062796e-02 9.8499608e-01 4.2456388e-04 7.5636172e-01
 3.5561919e-03 9.9526298e-01 8.1189990e-01 1.7035556e-01 3.4497768e-02
 9.9964094e-01 9.5969945e-01 2.8554559e-02 3.4522748e-01 2.8771460e-03
 9.8830068e-01 7.0678890e-03 1.3742417e-01 5.4389238e-05 7.8958911e-01
 9.8853791e-01 9.5664620e-01 9.9840879e-01 4.2305112e-02 9.0965003e-01]"
affect,"[9.4467402e-03 6.4729661e-02 9.6462703e-01 1.1545420e-03 7.6775551e-01
 1.6219914e-03 9.9092817e-01 8.2220793e-01 1.9289553e-01 2.8627455e-02
 9.9975586e-01 9.6068323e-01 2.6897550e-02 2.6645255e-01 4.9936175e-03
 9.8650575e-01 6.2686801e-03 1.7669040e-01 1.5264750e-04 6.2365597e-01
 9.8996925e-01 9.6789283e-01 9.9768841e-01 6.8021327e-02 9.1562867e-01]"
sa,"[4.7810078e-03 2.7531981e-02 9.5435965e-01 8.7472796e-04 6.8049151e-01
 6.9072843e-04 9.6425295e-01 8.7763655e-01 1.5158847e-01 2.0268708e-02
 9.9946952e-01 9.3519747e-01 2.1699071e-02 4.2448008e-01 4.3385327e-03
 9.6653789e-01 3.4126341e-03 4.2783415e-01 1.9511580e-04 5.8161020e-01
 9.8025489e-01 9.8981822e-01 9.9794018e-01 9.8276496e-02 9.7980523e-01]"
japan,"[4.5704842e-04 6.4587295e-03 9.9639273e-01 2.2262335e-05 5.1172113e-01
 2.2849441e-04 9.9687779e-01 9.8497111e-01 4.6494752e-02 1.1763334e-02
 9.8932898e-01 9.2415631e-01 5.4087043e-03 4.2687744e-01 3.2418966e-04
 6.1416650e-01 2.3373961e-04 5.4368019e-01 3.3289194e-05 9.5956093e-01
 9.8745656e-01 9.9963379e-01 9.9797821e-01 2.9217213e-02 9.9566209e-01]"
gym,"[5.0753355e-05 1.3041019e-02 9.6779346e-01 2.2909045e-04 9.2275882e-01
 5.4717064e-05 9.9337935e-01 9.3917120e-01 6.9485903e-03 2.7451515e-03
 9.8857367e-01 9.7279751e-01 2.1775663e-03 4.9725726e-01 1.2582242e-03
 8.3315039e-01 1.8140674e-04 4.0817803e-01 8.9526176e-05 8.6286187e-01
 9.9872756e-01 9.9852979e-01 9.9854648e-01 1.3520062e-02 9.9394763e-01]"
