word,vector
murder,"[1.1476278e-03 5.6246758e-02 9.8075247e-01 1.3850927e-03 6.4801669e-01
 5.3951144e-04 9.9581343e-01 9.8263806e-01 2.9932648e-02 1.8768400e-02
 9.3694496e-01 9.2982709e-01 2.9747188e-03 3.3745301e-01 1.6044676e-03
 8.7804604e-01 9.1165304e-05 4.3203411e-01 7.7456236e-05 7.5640780e-01
 9.9978065e-01 9.9930215e-01 9.9968785e-01 1.4516667e-01 9.9183893e-01]"
christianity,"[9.30547714e-04 3.74765098e-02 9.68577147e-01 1.10551715e-03
 5.19084752e-01 2.14371085e-03 9.99373794e-01 9.35112059e-01
 5.06429970e-02 4.25001979e-03 9.80981827e-01 9.47593927e-01
 3.07124853e-03 4.89947379e-01 4.21103835e-03 9.82360363e-01
 3.04895639e-03 1.24796659e-01 1.15662813e-04 6.67925417e-01
 9.99340594e-01 9.97498751e-01 9.99250472e-01 1.03830904e-01
 9.76228595e-01]"
is,"[1.4647841e-04 7.4250996e-03 9.9660540e-01 5.0967932e-04 5.3247529e-01
 5.5557489e-04 9.9712366e-01 9.5782566e-01 4.4810742e-02 2.5671721e-03
 9.7805989e-01 9.4395494e-01 2.1642208e-02 5.1666588e-01 8.0806017e-04
 7.2567230e-01 4.6406090e-03 6.0371429e-01 1.1691451e-04 8.8696778e-01
 9.9437010e-01 9.9833357e-01 9.9797499e-01 2.7751237e-02 9.8973012e-01]"
does,"[5.65558672e-04 2.04523206e-02 9.76747751e-01 5.52469492e-03
 7.20654964e-01 1.02236867e-03 9.98715639e-01 9.73710299e-01
 1.17550164e-01 1.62604153e-02 9.87562060e-01 9.49107766e-01
 2.40238309e-02 5.44176459e-01 3.95128131e-03 8.88723433e-01
 5.82635403e-04 3.53591800e-01 1.71929598e-04 9.62255716e-01
 9.98519421e-01 9.95293140e-01 9.96737123e-01 4.98230159e-02
 9.80778635e-01]"
that,"[3.9470196e-04 7.2134137e-03 9.9255824e-01 2.6828051e-04 6.7559266e-01
 6.4221025e-04 9.9472558e-01 9.6634692e-01 4.2059660e-02 3.0481219e-03
 9.8520315e-01 9.5130920e-01 3.6646426e-03 5.1956600e-01 3.4606457e-04
 9.6038848e-01 8.0767274e-04 4.5908049e-01 6.4432621e-05 8.8658327e-01
 9.9730861e-01 9.9950892e-01 9.9866629e-01 3.4302562e-02 9.8881024e-01]"
african,"[1.4793873e-04 2.1292269e-03 9.9321729e-01 7.8585744e-04 4.3227953e-01
 7.7515841e-05 9.9845767e-01 9.8916841e-01 5.0376236e-02 1.9873381e-03
 9.8390853e-01 9.3204713e-01 2.8648078e-03 4.7174460e-01 4.5129955e-03
 9.6068567e-01 7.5894594e-04 6.2667817e-01 9.8758936e-04 5.4574311e-01
 9.9407953e-01 9.9944484e-01 9.9827808e-01 3.0576378e-02 9.9413073e-01]"
american,"[1.3051927e-03 4.6755672e-03 9.8460358e-01 3.9479136e-04 9.0003502e-01
 1.1360049e-03 9.9835825e-01 9.8369724e-01 2.4009794e-02 3.8898289e-03
 9.9287021e-01 9.7191644e-01 3.6571324e-03 2.0093030e-01 8.5449219e-04
 9.7134280e-01 4.4538677e-03 2.4228531e-01 1.7419457e-04 8.5781276e-01
 9.9902725e-01 9.9890649e-01 9.9843073e-01 3.5052925e-02 9.8270297e-01]"
monkey,"[1.4167219e-02 1.8686950e-03 9.5976722e-01 1.6783774e-03 2.7964389e-01
 1.0118484e-03 9.9357700e-01 9.5483339e-01 2.4446487e-02 1.0145903e-03
 9.9318445e-01 9.6255863e-01 1.2413561e-02 1.8085706e-01 6.2201321e-03
 9.7962475e-01 4.3900013e-03 3.0736870e-01 1.9457936e-04 2.8325963e-01
 9.9863744e-01 9.9184668e-01 9.9637234e-01 3.9782822e-02 9.5568508e-01]"
hold,"[6.24153018e-03 2.17720866e-03 8.88142586e-01 1.43635273e-03
 3.41736704e-01 6.66230917e-04 9.90919352e-01 9.37531829e-01
 1.39430165e-02 6.13749027e-04 9.95903552e-01 9.52197433e-01
 1.18433833e-02 1.03896886e-01 4.19014692e-03 9.80242729e-01
 5.75268269e-03 3.83454859e-01 1.82121992e-04 4.22364354e-01
 9.96930599e-01 9.94858384e-01 9.96011019e-01 1.08795762e-01
 9.86360908e-01]"
gun,"[5.50776720e-04 2.72536278e-03 9.88581777e-01 4.71323729e-03
 5.85283399e-01 2.97129154e-05 9.99424636e-01 9.80594158e-01
 3.29444706e-02 1.31395459e-03 9.96755362e-01 9.83398557e-01
 3.12956572e-02 4.25478071e-01 1.24182105e-02 7.72398651e-01
 7.37878680e-03 3.20254147e-01 1.75088644e-03 5.89234710e-01
 9.93634224e-01 9.66119885e-01 9.98850942e-01 1.79354727e-01
 9.85387027e-01]"
bulgaria,"[7.6690316e-04 1.2709200e-02 9.9324328e-01 1.5713871e-03 4.6831423e-01
 1.6583204e-03 9.9232930e-01 7.1222353e-01 5.1689327e-02 1.8194765e-02
 9.8952568e-01 9.2309904e-01 4.7950923e-02 6.8909997e-01 6.5842271e-04
 9.3087149e-01 1.0845661e-03 5.0906420e-02 6.3687563e-05 9.8018390e-01
 9.9167991e-01 9.9589801e-01 9.9890685e-01 7.5290948e-02 8.8846326e-01]"
exist,"[1.8650293e-04 6.7639053e-03 9.6863723e-01 1.2440979e-03 6.2730706e-01
 7.8573823e-04 9.9892795e-01 9.4229871e-01 2.2246173e-01 6.1229169e-03
 9.6711087e-01 9.3972254e-01 3.9347410e-03 6.8644559e-01 5.7801604e-03
 9.3721336e-01 2.2264719e-03 3.9583224e-01 2.1487474e-05 9.3976474e-01
 9.9882770e-01 9.9083412e-01 9.9645978e-01 1.7972142e-02 9.7511733e-01]"
as,"[1.57654285e-04 8.48549604e-03 9.85243976e-01 2.59697437e-04
 6.84097052e-01 4.13805246e-04 9.95844126e-01 9.83323693e-01
 5.18210232e-02 1.28361285e-02 9.30498958e-01 9.57052588e-01
 2.21782923e-03 2.56056815e-01 8.36864114e-03 8.81202221e-01
 3.72141600e-04 6.53692365e-01 2.72333622e-04 6.73119664e-01
 9.98868465e-01 9.98873949e-01 9.98358607e-01 4.98100519e-02
 9.91611123e-01]"
country,"[5.5506825e-04 2.9139251e-02 9.9041474e-01 7.8678131e-04 8.8290054e-01
 9.4661117e-04 9.9900049e-01 7.2737622e-01 8.3651125e-02 3.7299693e-03
 9.9721086e-01 9.8595357e-01 6.8970919e-03 4.1907507e-01 1.4027357e-03
 8.9588165e-01 7.8052282e-03 9.9726886e-02 6.3806772e-05 8.1263041e-01
 9.9861813e-01 9.7570497e-01 9.9827003e-01 2.0959109e-02 8.9743704e-01]"
it,"[7.7608228e-04 7.1520209e-03 9.7794485e-01 8.1608891e-03 7.5653529e-01
 3.6567450e-05 9.9952948e-01 9.8707640e-01 8.6621851e-02 1.4834762e-02
 9.9273932e-01 9.8784828e-01 2.9407084e-02 5.8426589e-01 1.5321076e-03
 9.4331682e-01 1.8154085e-03 1.1951408e-01 4.6059489e-04 8.2505620e-01
 9.9870098e-01 9.6700740e-01 9.9945009e-01 1.4257467e-01 9.7824752e-01]"
one,"[1.2323260e-04 3.7436187e-03 9.7333050e-01 3.1843781e-04 8.8862407e-01
 3.1277537e-04 9.8951864e-01 8.9627755e-01 3.5747916e-02 2.6162863e-03
 9.6378011e-01 8.7748289e-01 5.4416060e-04 7.0328534e-01 5.7974458e-04
 8.9968318e-01 1.4563799e-03 2.1633291e-01 2.4354458e-04 7.2784692e-01
 9.9474376e-01 9.9946547e-01 9.9848354e-01 4.3841392e-02 9.8461670e-01]"
of,"[2.5728941e-03 1.1845350e-02 9.8724228e-01 8.2498789e-04 8.4465170e-01
 7.3596835e-04 9.9555588e-01 7.7684420e-01 3.7500232e-02 5.2696168e-03
 9.8863578e-01 9.3436033e-01 9.8211169e-03 5.5871761e-01 1.2660921e-03
 8.3842129e-01 1.2439787e-03 2.1192840e-01 9.9033117e-05 7.8979695e-01
 9.9635148e-01 9.9122012e-01 9.9955523e-01 6.5350890e-02 9.8984265e-01]"
those,"[5.3662062e-04 1.8853009e-02 9.8623109e-01 5.2523613e-04 7.0847863e-01
 7.7229738e-04 9.9956000e-01 9.4243562e-01 9.8773003e-02 9.6162558e-03
 9.9855882e-01 9.6989226e-01 3.2820702e-03 5.7141268e-01 7.9573989e-03
 9.5148146e-01 5.7967901e-03 1.7308041e-01 7.7307224e-05 8.6604428e-01
 9.9521542e-01 9.9474823e-01 9.9400425e-01 8.6463094e-03 9.8467171e-01]"
homosexual,"[4.18692827e-04 9.04271007e-03 9.90407348e-01 1.01178885e-04
 6.49255753e-01 7.32243061e-05 9.88307476e-01 9.66204166e-01
 7.80258775e-02 5.12614846e-03 9.88677740e-01 9.58312750e-01
 1.35508180e-03 6.21660352e-01 6.09323382e-03 8.30582857e-01
 8.82655382e-04 5.55264354e-01 1.97201967e-04 6.46184742e-01
 9.97135878e-01 9.97660398e-01 9.97877240e-01 2.99562216e-02
 9.45997834e-01]"
ones,"[3.81469727e-05 6.59960508e-03 9.88702774e-01 8.68439674e-05
 4.81466711e-01 3.58521938e-05 9.28602338e-01 9.40308332e-01
 1.81355476e-02 2.31260061e-03 9.85672116e-01 9.75419044e-01
 2.00375915e-03 6.66113496e-01 1.78259611e-03 9.77254152e-01
 9.01907682e-04 7.64196277e-01 1.09404325e-04 4.63440359e-01
 9.80589509e-01 9.99302983e-01 9.99800146e-01 4.00870740e-02
 9.96458173e-01]"
do,"[3.0463934e-04 6.2436759e-03 9.7616053e-01 2.7405024e-03 7.6154697e-01
 1.7207861e-03 9.9596840e-01 9.5800841e-01 1.0364351e-01 2.1169424e-02
 9.5321816e-01 8.8519180e-01 4.6244562e-03 4.5376992e-01 4.4007003e-03
 9.6503139e-01 7.3265433e-03 2.2561878e-01 6.9242716e-04 8.1649023e-01
 9.8646724e-01 9.9871349e-01 9.9849212e-01 8.6666763e-02 9.6933669e-01]"
negroes,"[1.7538667e-04 7.2348714e-03 9.5131183e-01 4.7478080e-04 7.5481296e-01
 7.5471401e-04 9.8844701e-01 9.5231020e-01 1.5639991e-02 6.8762898e-04
 9.8424488e-01 9.5865834e-01 1.7446876e-03 8.3453012e-01 3.2806396e-04
 9.8879552e-01 1.5267402e-02 4.6225446e-01 7.1653724e-04 3.4830141e-01
 9.8622525e-01 9.9939305e-01 9.9653214e-01 4.6100557e-02 9.2295790e-01]"
tear,"[3.2776594e-04 8.0060363e-03 9.5966440e-01 6.1213970e-04 7.5982475e-01
 7.4920058e-04 9.9242842e-01 9.2668760e-01 1.3704777e-02 4.8825145e-04
 9.9108422e-01 9.6187270e-01 2.4081469e-03 7.8594303e-01 1.8185377e-04
 9.9112272e-01 7.4709654e-03 3.2091457e-01 4.0537119e-04 3.1088233e-01
 9.7774732e-01 9.9875063e-01 9.9919868e-01 1.0079566e-01 9.6369028e-01]"
their,"[3.0206144e-03 4.0389299e-03 9.9152637e-01 1.2023151e-03 5.8103371e-01
 3.0991435e-04 9.9952900e-01 9.9305254e-01 4.5816094e-02 3.3050776e-03
 9.9577796e-01 9.6773791e-01 3.1150341e-02 4.5218727e-01 1.7957985e-03
 8.1446660e-01 6.5656006e-03 1.2563244e-01 1.9646287e-03 6.7399669e-01
 9.8386651e-01 9.8094654e-01 9.9940819e-01 5.5558532e-02 9.7461247e-01]"
own,"[2.2809207e-03 1.5501857e-02 9.7882330e-01 3.2202303e-03 6.1709219e-01
 4.2322278e-04 9.9971569e-01 9.7601956e-01 9.7730488e-02 6.8861246e-03
 9.9806643e-01 9.2536139e-01 3.1243056e-02 3.6842519e-01 6.9155395e-03
 9.0746307e-01 3.9716363e-03 1.4089242e-01 1.2373030e-03 6.8392801e-01
 9.9094093e-01 9.5832473e-01 9.9951386e-01 1.2057704e-01 9.8788327e-01]"
neighborhoods,"[1.4414489e-03 2.6255459e-02 9.8369348e-01 4.1897893e-03 9.4629639e-01
 2.9962063e-03 9.9244678e-01 8.7746304e-01 4.1709155e-02 4.8942268e-03
 9.9264520e-01 9.3731117e-01 3.3054531e-02 4.3922606e-01 1.3007820e-03
 8.3799022e-01 1.1395842e-02 1.7648301e-01 3.0899048e-04 7.9233301e-01
 9.5365065e-01 9.8316014e-01 9.9961948e-01 1.7594695e-01 9.7939223e-01]"
when,"[3.3861399e-03 1.2405366e-02 9.8299956e-01 1.4479160e-02 7.2856903e-01
 1.2651384e-03 9.8086232e-01 9.5419556e-01 2.9774117e-01 5.3870678e-03
 9.7647369e-01 8.8684112e-01 1.0034248e-01 1.9363731e-01 2.0703077e-03
 8.5851157e-01 1.6488433e-03 3.7909278e-01 8.2698464e-04 9.6270573e-01
 9.8030937e-01 9.7601902e-01 9.9928415e-01 1.4687476e-01 9.8845452e-01]"
black,"[1.7012954e-03 1.0348469e-02 9.9707556e-01 7.5817108e-04 5.7858491e-01
 9.4383955e-05 9.8330879e-01 9.3159914e-01 2.1638444e-01 1.0904968e-03
 9.9026263e-01 9.3648553e-01 6.8973005e-03 8.0022323e-01 4.7713518e-04
 8.7192261e-01 1.0097027e-04 8.0352300e-01 9.6082687e-05 8.4760344e-01
 9.9551469e-01 9.9954408e-01 9.9700004e-01 3.9394408e-02 9.9615705e-01]"
thug,"[2.31122971e-03 7.47340918e-03 9.76194024e-01 7.31706619e-04
 8.50891471e-01 4.64916229e-06 9.65718746e-01 9.18460250e-01
 6.67214990e-02 1.33386254e-03 9.98768985e-01 9.85875785e-01
 1.44417286e-02 7.16645002e-01 1.01155639e-02 8.85729671e-01
 9.45329666e-05 7.46852458e-01 1.20252371e-04 8.41496825e-01
 9.99109507e-01 9.60566521e-01 9.98730659e-01 1.46974325e-02
 9.96587396e-01]"
gets,"[7.6645613e-04 1.4502972e-02 9.6577215e-01 2.1854043e-04 7.4518889e-01
 2.9698014e-04 9.9663419e-01 9.8792422e-01 3.5204321e-02 5.7115555e-03
 9.9074781e-01 9.6509236e-01 2.9378831e-03 1.2913868e-01 1.0909647e-02
 7.0111829e-01 1.5654564e-03 2.5164178e-01 2.2298098e-04 6.9675058e-01
 9.9742091e-01 9.8565131e-01 9.9913251e-01 2.8653026e-02 9.7701639e-01]"
killed,"[4.0191412e-03 5.4228604e-03 9.9608445e-01 1.7616153e-04 8.2708955e-01
 5.3435564e-05 9.9833983e-01 9.7192353e-01 1.5329006e-01 3.8343072e-03
 9.9931860e-01 9.8339701e-01 1.0434896e-02 6.4185166e-01 2.7921200e-03
 9.7117066e-01 1.5659928e-03 2.8491545e-01 8.8661909e-05 8.6836690e-01
 9.9647605e-01 9.9422491e-01 9.9910033e-01 6.8840981e-03 9.9436253e-01]"
by,"[1.1755824e-03 2.0101190e-02 9.7864020e-01 1.3365746e-03 8.3116245e-01
 9.5745921e-04 9.9849236e-01 9.2349881e-01 8.7113827e-02 9.4361007e-03
 9.9041182e-01 9.7682345e-01 5.9873462e-03 6.1827058e-01 3.1632185e-04
 8.1477743e-01 1.8935502e-03 1.4590099e-01 8.1151724e-05 7.3804080e-01
 9.9686491e-01 9.6942306e-01 9.9926853e-01 6.3792020e-02 9.4163305e-01]"
law,"[1.6251206e-04 7.7376068e-03 9.9414515e-01 6.0051680e-04 7.7700585e-01
 6.9153309e-04 9.9889922e-01 9.0251422e-01 2.2373685e-01 5.5663526e-02
 9.8018140e-01 9.2464840e-01 3.6409795e-03 5.6375480e-01 7.7816546e-03
 8.2146466e-01 7.2988272e-03 8.2222581e-02 1.7859042e-03 9.5217752e-01
 9.8141593e-01 9.9219859e-01 9.9516338e-01 1.7416388e-02 9.4589871e-01]"
enforcement,"[1.4546514e-04 3.7964284e-03 9.8451817e-01 6.9598854e-03 9.0565920e-01
 4.1958690e-04 9.9805981e-01 8.9677423e-01 1.2610155e-01 3.9919019e-02
 9.7632229e-01 9.1631985e-01 2.4253398e-02 7.8390181e-01 1.7190874e-03
 8.5891265e-01 2.2904247e-02 3.0693769e-02 2.9472530e-02 9.2405045e-01
 9.3639076e-01 9.8992175e-01 9.9677682e-01 5.1784962e-02 9.2432356e-01]"
must,"[6.7099929e-04 1.0324657e-02 9.9313873e-01 5.1179528e-03 6.2035942e-01
 4.5597553e-04 9.9454272e-01 9.3126047e-01 3.0352354e-02 6.7238212e-03
 9.6872187e-01 9.0822744e-01 3.3010095e-02 6.8457949e-01 5.9303641e-04
 8.4016317e-01 1.6580224e-03 2.7940831e-01 3.8355589e-03 7.3493707e-01
 9.7200859e-01 9.9934655e-01 9.9891829e-01 1.0592538e-01 9.9109519e-01]"
because,"[2.1797419e-04 3.6252052e-02 9.9182618e-01 8.0335140e-04 8.8468122e-01
 6.2048435e-05 9.9586177e-01 9.4395387e-01 1.1953056e-02 2.0514727e-03
 9.9586523e-01 9.8549092e-01 1.2036681e-02 5.4964226e-01 6.7541003e-04
 9.7246516e-01 2.5906265e-03 4.0977132e-01 8.3208084e-05 7.6988864e-01
 9.9888998e-01 9.9916720e-01 9.9965441e-01 2.7793795e-02 9.8716867e-01]"
low,"[6.0155988e-04 3.2573909e-02 9.7135973e-01 5.1417947e-04 5.0897664e-01
 2.3090839e-04 9.9783885e-01 9.5288247e-01 8.5790962e-02 1.3990998e-03
 9.8512357e-01 9.8783094e-01 1.8418550e-02 3.9550108e-01 9.1725588e-04
 9.2125797e-01 2.0015240e-03 3.9011937e-01 2.4288893e-05 7.7115470e-01
 9.9582881e-01 9.8698342e-01 9.9800450e-01 1.9003898e-02 9.7676015e-01]"
iq,"[3.7583709e-04 6.0331523e-03 9.8917133e-01 6.7919493e-05 7.4156600e-01
 7.0664287e-04 9.9570310e-01 9.9460870e-01 4.9600840e-02 3.5450459e-03
 9.9364233e-01 9.8090160e-01 6.5474510e-03 2.7609745e-01 1.4486313e-03
 9.7260934e-01 4.5333505e-03 6.3914376e-01 7.0601702e-05 8.7725675e-01
 9.9059790e-01 9.9970537e-01 9.9721187e-01 3.5474420e-02 9.9444270e-01]"
who,"[5.6055188e-04 5.7151020e-03 9.8752451e-01 9.1293454e-04 6.9719166e-01
 7.6600909e-04 9.9840295e-01 9.3277794e-01 6.4527214e-02 8.0534518e-03
 9.8505598e-01 9.6659970e-01 5.3418875e-03 3.8639510e-01 1.3190806e-03
 9.3466902e-01 3.2680333e-03 2.8818205e-01 9.4622374e-05 7.1427041e-01
 9.9312413e-01 9.9592876e-01 9.9948120e-01 2.8826147e-02 9.9577767e-01]"
gives,"[7.18146563e-04 2.32888758e-02 9.85638440e-01 7.16835260e-04
 4.78170991e-01 1.30355358e-03 9.99142170e-01 9.18460369e-01
 5.54228425e-02 1.61958933e-02 9.94103551e-01 9.81669188e-01
 7.28771091e-03 2.77715564e-01 6.15006685e-03 8.32959354e-01
 2.73162127e-03 4.53679383e-01 1.63614750e-05 7.54747987e-01
 9.93128777e-01 9.66849446e-01 9.98998046e-01 1.24156475e-02
 9.88864303e-01]"
aa,"[9.6943974e-04 7.9676509e-03 9.3570185e-01 3.0970573e-04 3.6900777e-01
 2.3159981e-03 9.9992281e-01 9.5592672e-01 1.3842496e-01 3.5851717e-02
 9.8711145e-01 9.6215010e-01 1.6699135e-03 4.0416005e-01 3.5703778e-03
 8.9253044e-01 3.3315122e-03 1.3343638e-01 6.8306923e-05 7.7659619e-01
 9.9765992e-01 9.7072124e-01 9.9526501e-01 7.9276860e-03 9.8167729e-01]"
fuck,"[7.9026818e-04 9.7416341e-03 9.9305582e-01 9.2932582e-04 5.0517744e-01
 1.1651218e-03 9.9900764e-01 9.0579176e-01 1.7009854e-01 1.7313272e-02
 9.8625457e-01 9.4935215e-01 1.6665518e-02 4.2445636e-01 5.8586597e-03
 9.3787396e-01 1.9503236e-03 1.4998871e-01 4.4265389e-04 9.6288908e-01
 9.9527550e-01 9.8679715e-01 9.9919438e-01 4.9098492e-02 9.8931503e-01]"
about,"[9.3114376e-04 4.6432912e-03 9.9757183e-01 3.5059452e-04 3.3599386e-01
 2.2432208e-04 9.9860877e-01 9.6342051e-01 2.4433601e-01 6.0547590e-03
 9.9632263e-01 9.8597896e-01 2.7633309e-03 4.5081049e-01 2.4535656e-03
 9.5794749e-01 9.9471211e-04 3.0128050e-01 8.7827444e-05 7.6303184e-01
 9.9367893e-01 9.9882102e-01 9.9678636e-01 1.0936081e-02 9.5991361e-01]"
shit,"[8.7159872e-04 9.1033578e-03 9.8247874e-01 1.0052621e-03 5.1345843e-01
 1.2648106e-04 9.9743521e-01 9.6204674e-01 3.3466578e-02 2.0630360e-03
 9.9150258e-01 9.7744894e-01 1.6605765e-02 5.9959960e-01 2.0523369e-03
 9.2976439e-01 1.0526776e-03 1.6189101e-01 1.1688173e-03 6.9491553e-01
 9.9564040e-01 9.9342299e-01 9.9909824e-01 7.0248634e-02 9.7961414e-01]"
diamonds,"[2.0438433e-04 1.3532132e-02 9.7291362e-01 8.5988641e-04 3.3939832e-01
 3.7309527e-04 9.9900597e-01 9.2357492e-01 2.7766168e-02 1.3950169e-03
 9.9915862e-01 9.9640435e-01 1.2316346e-02 5.3512704e-01 1.4796376e-02
 9.9185944e-01 1.4554262e-02 1.4358509e-01 5.9306622e-04 4.8117548e-01
 9.9629605e-01 9.1784072e-01 9.9898440e-01 1.7942935e-02 9.2656529e-01]"
from,"[3.4308434e-04 7.6536000e-02 9.8251796e-01 1.5378594e-03 8.6140615e-01
 2.5764108e-04 9.9840450e-01 9.4998145e-01 5.8316499e-02 3.1813085e-03
 9.9696851e-01 9.7905815e-01 2.1774083e-02 4.8791280e-01 2.7554929e-03
 9.0408146e-01 6.8899989e-03 4.0868866e-01 9.1731548e-04 6.1625147e-01
 9.9630046e-01 9.4020319e-01 9.9912757e-01 2.9527396e-02 9.6480644e-01]"
jews,"[9.8496675e-05 1.2813181e-02 9.6335220e-01 1.3799071e-03 8.0961812e-01
 1.0523200e-04 9.9917012e-01 8.9041305e-01 5.5203617e-02 3.8324893e-03
 9.9516523e-01 9.6226823e-01 2.0548105e-03 6.1837441e-01 1.0717928e-02
 9.1194212e-01 9.7243190e-03 2.2753340e-01 1.1943877e-03 7.1442342e-01
 9.9753410e-01 9.7700953e-01 9.9926931e-01 1.4436066e-02 9.9535018e-01]"
them,"[2.4324656e-04 6.7509115e-03 9.9513519e-01 4.6461821e-04 8.6718738e-01
 1.7720461e-04 9.9213523e-01 9.4125676e-01 6.9874287e-02 6.8085790e-03
 9.9430907e-01 9.1130114e-01 9.5506608e-03 4.5389214e-01 2.1578372e-03
 9.4321406e-01 4.7034025e-04 3.7190899e-01 5.2404404e-04 8.3339214e-01
 9.9191356e-01 9.9907166e-01 9.9941701e-01 1.2470490e-01 9.9446052e-01]"
think,"[2.1932125e-03 2.1627396e-02 9.8990792e-01 7.4106455e-03 5.5223566e-01
 1.5373528e-03 9.9491012e-01 9.5040655e-01 1.3324201e-01 2.3186386e-02
 9.8898125e-01 8.0344975e-01 5.4618597e-02 4.3632352e-01 8.5693598e-04
 8.2521570e-01 1.2117326e-03 1.3384262e-01 2.1323562e-04 8.8901329e-01
 9.7553593e-01 9.9033511e-01 9.9972337e-01 1.9434711e-01 9.8063600e-01]"
cunt,"[1.79857016e-04 3.47274542e-03 9.92130339e-01 1.88913941e-03
 6.76775753e-01 1.62124634e-05 9.98461008e-01 9.81430054e-01
 1.07760727e-01 6.40007854e-03 9.74370778e-01 9.44670677e-01
 1.20203495e-02 4.99534398e-01 2.26223469e-03 8.11136723e-01
 2.30252743e-04 2.56419182e-01 5.03063202e-04 9.18048263e-01
 9.97694731e-01 9.86170590e-01 9.99018550e-01 3.93989086e-02
 9.75569427e-01]"
wtf,"[3.1362176e-03 2.7899444e-03 9.8834664e-01 1.4467537e-03 2.8317213e-01
 1.9267201e-04 9.9332231e-01 8.6750817e-01 2.0925340e-01 4.0288270e-03
 9.9192715e-01 9.7845125e-01 6.5155923e-03 2.7908283e-01 3.6250651e-03
 9.5613128e-01 2.9969215e-04 2.9657018e-01 1.5661120e-04 6.7525089e-01
 9.9397469e-01 9.9001658e-01 9.9761689e-01 3.1413555e-02 9.5780349e-01]"
stay,"[2.62945890e-04 1.29742026e-02 9.93407845e-01 3.67701054e-04
 3.79514277e-01 4.89294529e-04 9.96422768e-01 8.73725891e-01
 3.41281295e-02 3.19203734e-03 9.96531606e-01 9.76996422e-01
 1.13118589e-02 4.36263382e-01 2.76833773e-03 9.71621037e-01
 2.59688497e-03 2.63129294e-01 1.04516745e-04 7.66291857e-01
 9.89519715e-01 9.92146075e-01 9.99828100e-01 4.74591255e-02
 9.90424454e-01]"
steady,"[3.4746528e-04 2.2909015e-02 9.7318333e-01 1.5583634e-04 6.3911974e-01
 2.5767088e-04 9.9705207e-01 9.2241716e-01 5.4740280e-02 4.9017966e-03
 9.9918675e-01 9.7083271e-01 7.5661838e-03 2.7807394e-01 1.9847155e-03
 9.6319568e-01 7.1674585e-04 2.8010333e-01 9.8466873e-05 5.8668530e-01
 9.9673152e-01 9.7258127e-01 9.9974680e-01 7.9487324e-02 9.7975278e-01]"
aim,"[2.1994114e-04 8.9226663e-02 9.9125451e-01 1.1584163e-04 4.0423232e-01
 2.2289157e-04 9.9961543e-01 9.6346068e-01 4.1121304e-02 5.8654249e-03
 9.9837041e-01 9.6714187e-01 1.1896819e-02 2.4467272e-01 3.4182072e-03
 8.8081121e-01 5.4088533e-03 3.6165053e-01 2.7596951e-05 7.0888817e-01
 9.9207234e-01 9.8796821e-01 9.9874079e-01 2.8976649e-02 9.3588227e-01]"
head,"[1.3956428e-04 5.9494078e-03 9.9564576e-01 3.2004714e-04 2.6884955e-01
 3.1590462e-05 9.9870569e-01 9.6853304e-01 7.7863157e-02 2.7358830e-03
 9.8399389e-01 9.6521491e-01 9.7268522e-03 4.0644491e-01 3.7115812e-04
 8.6395502e-01 1.8942356e-04 5.1134521e-01 2.9295683e-05 8.2396758e-01
 9.9515951e-01 9.9583024e-01 9.9907905e-01 1.8302292e-02 9.6845114e-01]"
little,"[2.21312046e-04 6.17251694e-02 9.81252551e-01 4.07040119e-04
 5.00245273e-01 1.57386065e-04 9.98709202e-01 9.70170557e-01
 7.43212700e-02 4.94399667e-03 9.69288111e-01 9.72499132e-01
 1.39786005e-02 4.65276450e-01 3.20157409e-03 8.09818149e-01
 6.80834055e-04 4.07544106e-01 2.06470490e-04 7.52563894e-01
 9.95792508e-01 9.96781349e-01 9.92976665e-01 1.90341473e-02
 9.44586992e-01]"
christian,"[3.55035067e-04 8.21506977e-03 9.94028330e-01 1.33049488e-03
 8.59767318e-01 2.05844641e-04 9.98924255e-01 9.31758046e-01
 1.02576435e-01 1.76098943e-03 9.87117410e-01 9.61305261e-01
 6.04459941e-02 5.51042795e-01 7.91549683e-05 7.95860469e-01
 4.54127789e-04 2.75159240e-01 3.09646130e-05 9.80384350e-01
 9.93774414e-01 9.96392012e-01 9.98134494e-01 2.53636837e-02
 9.78599429e-01]"
rat,"[1.0800064e-03 1.4512181e-02 9.8286432e-01 8.2898140e-04 6.3874137e-01
 6.1905384e-04 9.9964839e-01 9.2003930e-01 1.9013166e-01 9.3333423e-03
 9.8301709e-01 9.5582348e-01 1.0446399e-02 5.1174068e-01 2.4521351e-04
 8.5467166e-01 4.3326616e-04 1.1375418e-01 8.5383654e-05 9.4263816e-01
 9.9032778e-01 9.9665642e-01 9.9595803e-01 2.6840419e-02 9.8396045e-01]"
white,"[4.6512485e-04 1.5751570e-02 9.9572694e-01 1.8855929e-04 5.3680772e-01
 9.8049641e-05 9.8928964e-01 9.4587743e-01 1.8326208e-01 2.2481084e-03
 9.9322158e-01 9.8257864e-01 6.0214102e-03 5.5609280e-01 4.9063563e-04
 9.1161442e-01 1.0281801e-04 5.9275985e-01 1.0073185e-05 8.5945845e-01
 9.9590051e-01 9.9703407e-01 9.9843347e-01 3.0216128e-02 9.7710955e-01]"
